% Object Names and Observation Date
Popular Object Name: RULup
Simbad Object Name(s): 2MASS J15564230-3749154|CD-37 10602|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392|Gaia DR3 6010114558131195392|HBC 251|HD 142560|HIP 78094|IRAS 15534-3740|IRAS f15533-3740|Sz 83|THA 15-13|TYC 7838-00546-1|V* RU LUP|WISE a j155642.30-374915.7|Wray 15-1386
Observation Date: 2022-07-12 07:12:29.874116+00:00
Julian Observation Date: 2459772.800335648

% Reference and Citation
Principal Investigator for Primary Spectrum: A Banzatti
Reference for Primary Spectrum: Banzatti et al 2022
Spectrograph: ISHELL
Reference for Spectroscopic Line Data: Hitran2016 molecular spectroscopic database (Gordon et al. 2017) at hitran.org
Data Prepared and Organized by: A Banzatti, C Wheeler, SpExoDisks (4-2025)
SpExoDisks Backend written by: Dr Caleb Wheeler (chw3k5@gmail.com), Underground Instruments

% Online Database
Downloadable: True

% Spectrum Context
Spectral Flux: Calibrated (Jansky)
Spectral Wavelength/Velocity Reference Frame: HELIO
Wavelength Units: um=10^-6 meters
Wavelength Range: (4.516609936576374 um, 5.2322119643595695 um)

% Flux Calibration
# The Primary Spectrum is Flux Calibrated using the following
flux_cal,flux_cal_error,wavelength_um,ref
1.7,0.11,4.6,allWISE

% Spectroscopic Line Data
wavelength_um,molecule,isotopologue,transition,upper_level,lower_level,frequency_GHz,einstein_A,upper_level_energy,lower_level_energy,g_statistical_weight_upper_level,g_statistical_weight_lower_level
4.547493308660321,CO,13C17O,v1-0 R-46,(v=1) R-branch (J=46),(v=0) R-branch (J=46),65924.77166026179,18.77,8694.421148557933,5530.549180690763,1140.0,1116.0
4.54752371628775,OH,16OH,(X 3/2 6) QQ 23.5 fe->X omega V (X 3/2 7),X omega V (X 3/2 7),(X 3/2 6) QQ 23.5 fe,65924.33084543154,0.0227,41090.86184759247,37927.01103537968,96.0,96.0
4.547630104824334,OH,16OH,(X 3/2 9) RR 10.5 ee->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 10.5 ee,65922.7885931106,68.31,42745.67695379376,39581.900157595934,48.0,44.0
4.547652930491906,OH,16OH,(X 3/2 9) RR 10.5 ff->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 10.5 ff,65922.4577121747,68.32,42748.78061231339,39585.01969580527,48.0,44.0
4.5478388057628525,CO,12C18O,v1-0 R-34,(v=1) R-branch (J=34),(v=0) R-branch (J=34),65919.76338741693,18.78,6287.219809289141,3123.588199236831,71.0,69.0
4.547863073065936,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 11 8 3)->(0 0 0 10 7 4),v=(0 1 0) J=11 Ka=8 Kc=3,v=(0 0 0) J=10 Ka=7 Kc=4,65919.41164092596,1.622,6095.730443884353,2932.1157149047344,69.0,63.0
4.547925915271012,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 11 8 4)->(0 0 0 10 7 3),v=(0 1 0) J=11 Ka=8 Kc=4,v=(0 0 0) J=10 Ka=7 Kc=3,65918.50078150081,1.624,6095.726295914306,2932.155281042894,23.0,21.0
4.5481779985748,CO,12C17O,v1-0 R-24,(v=1) R-branch (J=24),(v=0) R-branch (J=24),65914.84724079442,18.79,4778.10473504327,1614.7090614697238,306.0,294.0
4.548423806134359,OH,16OH,(X 1/2 9) RR 10.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 10.5 ee,65911.28504684997,75.24,43185.72504348199,40022.5003272782,48.0,44.0
4.548619210053965,H2O,H216O,v1 v2 v3 J Ka Kc (0 1 0 14 6 8)->(0 0 0 13 5 9),v=(0 1 0) J=14 Ka=6 Kc=8,v=(0 0 0) J=13 Ka=5 Kc=9,65908.45356704266,1.332,6884.50540387109,3721.4165764897334,29.0,27.0
4.5487675307015865,OH,16OH,(X 1/2 9) RR 10.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 10.5 ff,65906.30450480749,75.21,43183.48799848953,40020.50230923959,48.0,44.0
4.548949354368801,OH,16OH,(X 3/2 9) RR 12.5 ee->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 12.5 ee,65903.67019849978,84.42,43519.34441265516,40356.48514944618,56.0,52.0
4.5490124935443825,H2O,H217O,v1 v2 v3 J Ka Kc (0 1 0 9 9 0)->(0 0 0 8 8 1),v=(0 1 0) J=9 Ka=9 Kc=0,v=(0 0 0) J=8 Ka=8 Kc=1,65902.75547175194,1.686,5721.387887427982,2558.5725239283574,342.0,306.0
4.549037181041358,CO,12C17O,v2-1 R-34,(v=2) R-branch (J=34),(v=1) R-branch (J=34),65902.39781934954,37.83,9375.463429115214,6212.665230125708,426.0,414.0
4.549142299388377,CO,13C16O,v1-0 R-32,(v=1) R-branch (J=32),(v=0) R-branch (J=32),65900.87499357988,18.76,5946.2632192009905,2783.538103904354,134.0,130.0
4.549232614902734,OH,16OH,(X 3/2 9) RR 12.5 ff->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 12.5 ff,65899.56666931392,84.42,43523.504354696925,40360.842028703395,56.0,52.0
4.5493791852790055,OH,16OH,(X 1/2 4) PQ 16.5 ef->X omega V (X 3/2 5),X omega V (X 3/2 5),(X 1/2 4) PQ 16.5 ef,65897.44353912637,0.03454,29027.71109135692,25865.150658959916,68.0,68.0
4.550102460640491,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 13 7 6)->(0 0 0 12 6 7),v=(0 1 0) J=13 Ka=7 Kc=6,v=(0 0 0) J=12 Ka=6 Kc=7,65886.96861076838,1.573,6645.152337280602,3483.0946192861293,81.0,75.0
4.550846829382714,CO,12C16O,v2-1 R-23,(v=2) R-branch (J=23),(v=1) R-branch (J=23),65876.1916714882,37.83,7755.502224660758,4593.961715224301,49.0,47.0
4.550937330644405,OH,16OH,(X 1/2 9) RR 11.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 11.5 ee,65874.88163840522,83.52,43582.86650509855,40421.388866975016,52.0,48.0
4.5510037850275245,OH,16OH,(X 1/2 9) RR 9.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 9.5 ee,65873.91972432449,67.35,42816.11836240704,39654.686888614735,44.0,40.0
4.551063772927987,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 8 5 3)->(0 0 0 7 2 6),v=(0 1 0) J=8 Ka=5 Kc=3,v=(0 0 0) J=7 Ka=2 Kc=6,65873.05143542838,0.003505,4178.020572836114,1016.6307701005213,17.0,15.0
4.551216621533178,OH,16OH,(X 1/2 9) RR 11.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 11.5 ff,65870.8391469638,83.49,43580.158536735886,40418.87490649481,52.0,48.0
4.551392950581036,OH,16OH,(X 1/2 9) RR 9.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 9.5 ff,65868.28719364434,67.32,42814.325683992865,39653.16452749524,44.0,40.0
4.551546908918576,OH,16OH,(X 3/2 7) QP 18.5 ee->X omega V (X 1/2 8),X omega V (X 1/2 8),(X 3/2 7) QP 18.5 ee,65866.05916607572,0.0002075,40583.81857287353,37422.76434422397,72.0,76.0
4.551560412025,CO,13C17O,v1-0 R-45,(v=1) R-branch (J=45),(v=0) R-branch (J=45),65865.8637613516,18.7,8457.698733779842,5296.653883024407,1116.0,1092.0
4.551781053526895,CO,12C16O,v3-2 R-33,(v=3) R-branch (J=33),(v=2) R-branch (J=33),65862.67100165314,57.07,12326.089271159915,9165.197647828038,69.0,67.0
4.551868999937662,OH,16OH,(X 1/2 6) QQ 22.5 ef->X omega V (X 1/2 7),X omega V (X 1/2 7),(X 1/2 6) QQ 22.5 ef,65861.39847260667,0.01408,41124.75967173806,37963.929119819506,92.0,92.0
4.551936287545568,OH,16OH,(X 3/2 3) QQ 35.5 ef->X omega V (X 3/2 4),X omega V (X 3/2 4),(X 3/2 3) QQ 35.5 ef,65860.42489659932,0.001681,43846.722253747874,40685.93842584157,144.0,144.0
4.552145984859934,CO,13C16O,v2-1 R-43,(v=2) R-branch (J=43),(v=1) R-branch (J=43),65857.39099692435,37.67,11106.34231806004,7945.704093542159,178.0,174.0
4.552358211166556,CO,12C16O,v1-0 R-14,(v=1) R-branch (J=14),(v=0) R-branch (J=14),65854.32079238273,18.66,3740.9782090011113,580.4873302205024,31.0,29.0
4.5529001389748185,CO,12C18O,v1-0 R-33,(v=1) R-branch (J=33),(v=0) R-branch (J=33),65846.48220892115,18.7,6105.8202925412115,2945.7056042859135,69.0,67.0
4.553425320617765,H2O,H217O,v1 v2 v3 J Ka Kc (0 1 0 11 2 9)->(0 0 0 10 1 10),v=(0 1 0) J=11 Ka=2 Kc=9,v=(0 0 0) J=10 Ka=1 Kc=10,65838.88762654112,0.02703,4759.720667058247,1599.9704591901345,414.0,378.0
4.553702154911176,OH,16OH,(X 1/2 8) QQ 6.5 ef->X omega V (X 1/2 9),X omega V (X 1/2 9),(X 1/2 8) QQ 6.5 ef,65834.88506745512,0.151,38745.47557512878,35585.917458703276,28.0,28.0
4.5540547370638,OH,16OH,(X 3/2 9) RR 9.5 ff->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 9.5 ff,65829.78802606344,60.87,42402.66764943761,39243.35415102097,44.0,40.0
4.554110178341706,CO,12C17O,v1-0 R-23,(v=1) R-branch (J=23),(v=0) R-branch (J=23),65828.98662086471,18.69,4645.028846342382,1485.7538090895684,294.0,282.0
4.554118053302763,CO,12C17O,v2-1 R-33,(v=2) R-branch (J=33),(v=1) R-branch (J=33),65828.87278966843,37.67,9191.55421927493,6032.284645026721,414.0,402.0
4.554128995748436,OH,16OH,(X 3/2 9) RR 9.5 ee->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 9.5 ee,65828.71461916757,60.86,42400.06390259916,39240.801919294405,44.0,40.0
4.55431980013455,OH,16OH,(X 1/2 6) PQ 9.5 fe->X omega V (X 3/2 7),X omega V (X 3/2 7),(X 1/2 6) PQ 9.5 fe,65825.95670842945,0.02458,32745.545789960932,29586.416164740313,40.0,40.0
4.5543749802903735,CO,13C16O,v1-0 R-31,(v=1) R-branch (J=31),(v=0) R-branch (J=31),65825.15917055344,18.68,5774.440130829785,2615.3487811718355,130.0,126.0
4.554881051916328,OH,16OH,(X 1/2 8) QQ 6.5 fe->X omega V (X 1/2 9),X omega V (X 1/2 9),(X 1/2 8) QQ 6.5 fe,65817.84564360279,0.1521,38745.0815338007,35586.34117607374,28.0,28.0
4.555140260280041,H2O,H216O,v1 v2 v3 J Ka Kc (0 1 0 11 7 5)->(0 0 0 11 4 8),v=(0 1 0) J=11 Ka=7 Kc=5,v=(0 0 0) J=11 Ka=4 Kc=8,65814.10030644575,1.395e-05,5810.252688451308,2651.692077531857,81.0,75.0
4.555159841481259,OH,16OH,(X 3/2 3) QQ 36.5 fe->X omega V (X 3/2 4),X omega V (X 3/2 4),(X 3/2 3) QQ 36.5 fe,65813.81739230313,0.002639,45074.375267972886,41915.828234713284,148.0,148.0
4.555482082968946,OH,16OH,(X 3/2 8) QQ 7.5 fe->X omega V (X 3/2 9),X omega V (X 3/2 9),(X 3/2 8) QQ 7.5 fe,65809.16191522285,0.4707,38655.33983780935,35497.016230935005,32.0,32.0
4.555712058336848,CO,13C17O,v1-0 R-44,(v=1) R-branch (J=44),(v=0) R-branch (J=44),65805.83982505802,18.64,8225.883056794199,5067.718884191416,1092.0,1068.0
4.556124226277162,OH,16OH,(X 1/2 6) PQ 9.5 ef->X omega V (X 3/2 7),X omega V (X 3/2 7),(X 1/2 6) PQ 9.5 ef,65799.88672630253,0.02479,32742.246835860882,29584.368365306058,40.0,40.0
4.556430194631442,OH,16OH,(X 1/2 2) PP 22.5 ff->X omega V (X 1/2 3),X omega V (X 1/2 3),(X 1/2 2) PP 22.5 ff,65795.46820518105,27.34,26051.867411464307,22894.200995267252,88.0,92.0
4.556454605612008,CO,13C16O,v2-1 R-42,(v=2) R-branch (J=42),(v=1) R-branch (J=42),65795.11570920893,37.54,10880.510772002763,7722.861272847618,174.0,170.0
4.5568136711526055,OH,16OH,(X 1/2 8) PP 1.5 ee->X omega V (X 1/2 9),X omega V (X 1/2 9),(X 1/2 8) PP 1.5 ee,65789.93121835726,6.093,37863.33198046929,34705.93129621119,4.0,8.0
4.556921917250947,CO,12C16O,v2-1 R-22,(v=2) R-branch (J=22),(v=1) R-branch (J=22),65788.36843025296,37.63,7625.634551236817,4468.308868550209,47.0,45.0
4.556972371835702,CO,12C16O,v3-2 R-32,(v=3) R-branch (J=32),(v=2) R-branch (J=32),65787.64002451775,56.83,12144.515279252853,8987.224554328386,67.0,65.0
4.556976759695135,OH,16OH,(X 1/2 8) PP 1.5 ff->X omega V (X 1/2 9),X omega V (X 1/2 9),(X 1/2 8) PP 1.5 ff,65787.57667837138,6.094,37863.43954425311,34706.15185944682,4.0,8.0
4.557093507270545,H2O,H216O,v1 v2 v3 J Ka Kc (0 1 0 11 4 8)->(0 0 0 10 1 9),v=(0 1 0) J=11 Ka=4 Kc=8,v=(0 0 0) J=10 Ka=1 Kc=9,65785.89127515175,0.08745,5017.559567179871,1860.3527685088982,23.0,21.0
4.557108557238512,OH,16OH,(X 3/2 7) QQ 17.5 fe->X omega V (X 3/2 8),X omega V (X 3/2 8),(X 3/2 7) QQ 17.5 fe,65785.67401555744,0.05815,39931.72853191557,36774.53216000108,72.0,72.0
4.557222898291809,OH,16OH,(X 3/2 9) RR 13.5 ee->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 13.5 ee,65784.02344822143,93.01,43945.719352858614,40788.602195230254,60.0,56.0
4.55763433638031,OH,16OH,(X 1/2 1) PQ 24.5 fe->X omega V (X 3/2 2),X omega V (X 3/2 2),(X 1/2 1) PQ 24.5 fe,65778.08482944165,0.01797,23930.222388713726,20773.39023820806,100.0,100.0
4.55767175334647,OH,16OH,(X 3/2 9) RR 13.5 ff->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 13.5 ff,65777.54481328707,93.0,43950.42282573103,40793.61659176525,60.0,56.0
4.558049688134687,CO,12C18O,v1-0 R-32,(v=1) R-branch (J=32),(v=0) R-branch (J=32),65772.09080901564,18.62,5929.528788688697,2772.984304150211,67.0,65.0
4.5584424971136706,OH,16OH,(X 3/2 2) PP 23.5 ee->X omega V (X 3/2 3),X omega V (X 3/2 3),(X 3/2 2) PP 23.5 ee,65766.42311268018,27.3,26016.31480480926,22860.042325241084,92.0,96.0
4.558529678745321,OH,16OH,(X 1/2 9) RR 8.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 8.5 ee,65765.16533342263,59.88,42474.95903974327,39318.746923714236,40.0,36.0
4.558752775423395,OH,16OH,(X 1/2 9) RR 12.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 12.5 ee,65761.94691148978,92.14,44006.56172284567,40850.504065826164,56.0,52.0
4.558945426494579,OH,16OH,(X 1/2 9) RR 8.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 8.5 ff,65759.1679553211,59.85,42473.578755590206,39317.65446667044,40.0,36.0
4.558948161668436,OH,16OH,(X 1/2 9) RR 12.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 12.5 ff,65759.12850263363,92.11,44003.36274734107,40847.44035184086,56.0,52.0
4.559216837828626,CO,12C16O,v1-0 R-13,(v=1) R-branch (J=13),(v=0) R-branch (J=13),65755.25329538378,18.52,3658.8702195438013,503.13380359693593,29.0,27.0
4.559290119586136,CO,12C17O,v2-1 R-32,(v=2) R-branch (J=32),(v=1) R-branch (J=32),65754.19640705235,37.51,9012.821260250086,5857.135566653571,402.0,390.0
4.559296912829164,OH,16OH,(X 1/2 7) QQ 16.5 ef->X omega V (X 1/2 8),X omega V (X 1/2 8),(X 1/2 7) QQ 16.5 ef,65754.09843487707,0.03149,39975.97419608157,36820.29320438104,68.0,68.0
4.559502856648684,OH,16OH,(X 1/2 3) PQ 19.5 fe->X omega V (X 3/2 4),X omega V (X 3/2 4),(X 1/2 3) PQ 19.5 fe,65751.12845095416,0.03126,27388.107093450955,24232.568637684064,80.0,80.0
4.559696614822276,CO,13C16O,v1-0 R-30,(v=1) R-branch (J=30),(v=0) R-branch (J=30),65748.33444520409,18.6,5607.757059324074,2452.35269391879,126.0,122.0
4.55990308961993,OH,16OH,(X 1/2 2) PP 22.5 ee->X omega V (X 1/2 3),X omega V (X 1/2 3),(X 1/2 2) PP 22.5 ee,65745.35732622068,27.28,26067.517734107343,22912.256247062644,88.0,92.0
4.559948428588375,CO,13C17O,v1-0 R-43,(v=1) R-branch (J=43),(v=0) R-branch (J=43),65744.70362876602,18.57,7998.982643744084,4843.752529050021,1068.0,1044.0
4.560083500600997,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 13 7 7)->(0 0 0 12 6 6),v=(0 1 0) J=13 Ka=7 Kc=7,v=(0 0 0) J=12 Ka=6 Kc=6,65742.75623691734,1.624,6644.328200520584,3489.191545361158,27.0,25.0
4.560134838298705,CO,12C17O,v1-0 R-22,(v=1) R-branch (J=22),(v=0) R-branch (J=22),65742.01610929702,18.6,4517.2366600167925,1362.1355251780535,282.0,270.0
4.560309939567954,OH,16OH,(X 3/2 8) QQ 7.5 ef->X omega V (X 3/2 9),X omega V (X 3/2 9),(X 3/2 8) QQ 7.5 ef,65739.49182682142,0.4669,38653.78777474962,35498.80778567085,32.0,32.0
4.560694412644749,OH,16OH,(X 3/2 7) PP 7.5 ee->X omega V (X 3/2 8),X omega V (X 3/2 8),(X 3/2 7) PP 7.5 ee,65733.94989342208,0.3581,35236.50206134606,32081.78804160307,28.0,32.0
4.560851363944288,CO,13C16O,v2-1 R-41,(v=2) R-branch (J=41),(v=1) R-branch (J=41),65731.68780943024,37.4,10659.691972212826,7505.086514759102,170.0,166.0
4.561154778279157,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 11 2 9)->(0 0 0 10 1 10),v=(0 1 0) J=11 Ka=2 Kc=9,v=(0 0 0) J=10 Ka=1 Kc=10,65727.31524649257,0.02631,4751.144377134224,1596.748768405916,69.0,63.0
4.561716860785989,OH,16OH,(X 3/2 7) PP 7.5 ff->X omega V (X 3/2 8),X omega V (X 3/2 8),(X 3/2 7) PP 7.5 ff,65719.21650313593,0.3586,35237.81169620282,32083.80476363426,28.0,32.0
4.561820318452894,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 9 9 1)->(0 0 0 8 8 0),v=(0 1 0) J=9 Ka=9 Kc=1,v=(0 0 0) J=8 Ka=8 Kc=0,65717.72605495174,1.691,5698.8312795428055,2544.8958767969602,19.0,17.0
4.561820318452894,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 9 9 0)->(0 0 0 8 8 1),v=(0 1 0) J=9 Ka=9 Kc=0,v=(0 0 0) J=8 Ka=8 Kc=1,65717.72605495174,1.69,5698.831423419671,2544.8960206738266,57.0,51.0
4.562258448631653,CO,12C16O,v3-2 R-31,(v=3) R-branch (J=31),(v=2) R-branch (J=31),65711.4149440429,56.58,11968.204258503461,8814.571739580915,65.0,63.0
4.562762328691151,OH,16OH,(X 3/2 2) PP 23.5 ff->X omega V (X 3/2 3),X omega V (X 3/2 3),(X 3/2 2) PP 23.5 ff,65704.15822776305,27.22,26037.681479073904,22884.39722561574,92.0,96.0
4.562934966794939,OH,16OH,(X 3/2 0) QP 46.5 ee->X omega V (X 1/2 1),X omega V (X 1/2 1),(X 3/2 0) QP 46.5 ee,65701.67231872206,0.0003034,49629.51949823904,46476.354548916956,184.0,188.0
4.5630931425886905,CO,12C16O,v2-1 R-21,(v=2) R-branch (J=21),(v=1) R-branch (J=21),65699.39482539789,37.43,7501.140143537277,4348.084496031554,45.0,43.0
4.563143444493603,H2O,H216O,v1 v2 v3 J Ka Kc (0 1 0 16 8 8)->(0 0 0 16 5 11),v=(0 1 0) J=16 Ka=8 Kc=8,v=(0 0 0) J=16 Ka=5 Kc=11,65698.67058677784,7.718,8560.482548270473,5407.461658538045,81.0,75.0
4.563170646879867,OH,16OH,(X 1/2 1) PQ 24.5 ef->X omega V (X 3/2 2),X omega V (X 3/2 2),(X 1/2 1) PQ 24.5 ef,65698.27893791071,0.01765,23904.320181848532,20751.318088189884,100.0,100.0
4.563287739114595,CO,12C18O,v1-0 R-31,(v=1) R-branch (J=31),(v=0) R-branch (J=31),65696.59314496089,18.53,5758.351962108034,2605.430773288693,65.0,63.0
4.563509637803099,OH,16OH,(X 1/2 3) PQ 19.5 ef->X omega V (X 3/2 4),X omega V (X 3/2 4),(X 1/2 3) PQ 19.5 ef,65693.39867644542,0.03083,27372.193365357885,24219.425485971915,80.0,80.0
4.56392011229164,OH,16OH,(X 1/2 3) QQ 35.5 ef->X omega V (X 1/2 4),X omega V (X 1/2 4),(X 1/2 3) QQ 35.5 ef,65687.49027674542,0.001841,45097.00174821928,41944.51742567719,144.0,144.0
4.5640074952413086,H2O,H216O,v1 v2 v3 J Ka Kc (0 1 0 6 6 0)->(0 0 0 6 1 5),v=(0 1 0) J=6 Ka=6 Kc=0,v=(0 0 0) J=6 Ka=1 Kc=5,65686.23261740488,5.753e-07,3933.5398153112437,781.1158505532278,81.0,75.0
4.564269718333019,CO,13C17O,v1-0 R-42,(v=1) R-branch (J=42),(v=0) R-branch (J=42),65682.45885992282,18.5,7777.005584825674,4624.7627308278525,1044.0,1020.0
4.564553673347598,CO,12C17O,v2-1 R-31,(v=2) R-branch (J=31),(v=1) R-branch (J=31),65678.37283861649,37.34,8839.271514242224,5687.2247572189635,390.0,378.0
4.564743145650849,OH,16OH,(X 3/2 1) QP 43.5 ee->X omega V (X 1/2 2),X omega V (X 1/2 2),(X 3/2 1) QP 43.5 ee,65675.64667589968,0.0006351,48253.571618392016,45101.65569579688,172.0,176.0
4.565014197461208,OH,16OH,(X 3/2 9) RR 8.5 ff->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 8.5 ff,65671.74712550224,53.86,42085.03086926435,38933.30209450271,40.0,36.0
4.5651075138308395,CO,13C16O,v1-0 R-29,(v=1) R-branch (J=29),(v=0) R-branch (J=29),65670.40471483381,18.51,5446.220234552161,2294.5558849735917,122.0,118.0
4.5651643124366155,OH,16OH,(X 3/2 9) RR 8.5 ee->X omega V (X 3/2 10),X omega V (X 3/2 10),(X 3/2 9) RR 8.5 ee,65669.58766046878,53.84,42082.89957520721,38931.27443782971,40.0,36.0
4.5653364716551925,CO,13C16O,v2-1 R-40,(v=2) R-branch (J=40),(v=1) R-branch (J=40),65667.11125484871,37.26,10443.894021835322,7292.38773250424,166.0,162.0
4.565691305992489,OH,16OH,(X 3/2 1) QP 42.5 ff->X omega V (X 1/2 2),X omega V (X 1/2 2),(X 3/2 1) QP 42.5 ff,65662.0077679192,0.0005432,46819.22063248558,43667.95927049862,168.0,172.0
4.566173426619229,CO,12C16O,v1-0 R-12,(v=1) R-branch (J=12),(v=0) R-branch (J=12),65655.07482749397,18.38,3582.2219859501424,431.29335072603516,27.0,25.0
4.566252363770766,CO,12C17O,v1-0 R-21,(v=1) R-branch (J=21),(v=0) R-branch (J=21),65653.93984322723,18.49,4394.733122553154,1243.8589576717586,270.0,258.0
4.567419490000735,H2O,H217O,v1 v2 v3 J Ka Kc (0 1 0 11 4 8)->(0 0 0 10 1 9),v=(0 1 0) J=11 Ka=4 Kc=8,v=(0 0 0) J=10 Ka=1 Kc=9,65637.1630975266,0.0847,5006.408767635346,1856.3397549614963,138.0,126.0
4.567513219752371,H2O,H216O,v1 v2 v3 J Ka Kc (0 1 0 10 7 4)->(0 0 0 10 4 7),v=(0 1 0) J=10 Ka=7 Kc=4,v=(0 0 0) J=10 Ka=4 Kc=7,65635.81615999206,1.124e-05,5425.180616863075,2275.176246626365,81.0,75.0
4.567639597972496,CO,12C16O,v3-2 R-30,(v=3) R-branch (J=30),(v=2) R-branch (J=30),65634.00013719847,56.33,11797.16274955407,8647.24553416773,63.0,61.0
4.567821548075104,OH,16OH,(X 1/2 5) PQ 13.5 fe->X omega V (X 3/2 6),X omega V (X 3/2 6),(X 1/2 5) PQ 13.5 fe,65631.38573710999,0.03279,30963.923465509994,27814.131720822214,56.0,56.0
4.568614588879117,CO,12C18O,v1-0 R-30,(v=1) R-branch (J=30),(v=0) R-branch (J=30),65619.99314403808,18.45,5592.29604410629,2443.0510545297348,63.0,61.0
4.568665233841876,H2O,H218O,v1 v2 v3 J Ka Kc (0 1 0 14 6 8)->(0 0 0 13 5 9),v=(0 1 0) J=14 Ka=6 Kc=8,v=(0 0 0) J=13 Ka=5 Kc=9,65619.26572761798,1.222,6855.436999528909,3706.2269202351295,29.0,27.0
4.568676125243755,CO,13C17O,v1-0 R-41,(v=1) R-branch (J=41),(v=0) R-branch (J=41),65619.10929591338,18.43,7559.959974551452,4410.7574027525425,1020.0,996.0
4.569360920467893,CO,12C16O,v2-1 R-20,(v=2) R-branch (J=20),(v=1) R-branch (J=20),65609.27517393437,37.22,7382.023668927677,4233.293057851185,43.0,41.0
4.569703241584204,CO,12C18O,v2-1 R-41,(v=2) R-branch (J=41),(v=1) R-branch (J=41),65604.36031641944,37.11,10630.996467932031,7482.501731467251,85.0,83.0
4.569909019751495,CO,12C17O,v2-1 R-30,(v=2) R-branch (J=30),(v=1) R-branch (J=30),65601.40622149679,37.17,8670.911366506665,5522.558403428136,378.0,366.0
4.569910151668284,CO,13C16O,v2-1 R-39,(v=2) R-branch (J=39),(v=1) R-branch (J=39),65601.38997274557,37.11,10233.12516645345,7084.772983187535,162.0,158.0
4.570396670924528,OH,16OH,(X 1/2 5) PQ 13.5 ef->X omega V (X 3/2 6),X omega V (X 3/2 6),(X 1/2 5) PQ 13.5 ef,65594.40669716665,0.03266,30956.763306660203,27808.74626584972,56.0,56.0
4.570607984842826,CO,13C16O,v1-0 R-28,(v=1) R-branch (J=28),(v=0) R-branch (J=28),65591.37405662001,18.42,5289.835319507489,2141.9638216571493,118.0,114.0
4.570910968783925,OH,16OH,(X 1/2 9) RR 7.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 7.5 ee,65587.02631649787,52.84,42163.099345933086,39015.43650550771,36.0,32.0
4.571334235807967,OH,16OH,(X 1/2 9) RR 7.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 7.5 ff,65580.9535106139,52.81,42162.09355024201,39014.72215686785,36.0,32.0
4.571538923676035,OH,16OH,(X 3/2 0) QP 45.5 ff->X omega V (X 1/2 1),X omega V (X 1/2 1),(X 3/2 0) QP 45.5 ff,65578.01716340477,0.0002561,48102.01738207333,44954.78691033438,180.0,184.0
4.572145887297601,OH,16OH,(X 1/2 9) RR 13.5 ee->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 13.5 ee,65569.31152019615,101.0,44455.75648502809,41308.94381588164,60.0,56.0
4.57223710180075,OH,16OH,(X 1/2 9) RR 13.5 ff->X omega V (X 1/2 10),X omega V (X 1/2 10),(X 1/2 9) RR 13.5 ff,65568.00343576417,101.0,44452.05189600209,41305.302004648605,60.0,56.0
4.5724631479143305,CO,12C17O,v1-0 R-20,(v=1) R-branch (J=20),(v=0) R-branch (J=20),65564.76198977053,18.39,4277.522606369428,1130.9282789997983,258.0,246.0
4.572477051390401,OH,16OH,(X 1/2 6) QR 21.5 ee->X omega V (X 3/2 7),X omega V (X 3/2 7),(X 1/2 6) QR 21.5 ee,65564.56262778596,0.005648,40293.714839525644,37147.13007996761,92.0,88.0
